waktu,jenis_ikan,suhu_c,ph,padat_tebar,hasil_klasifikasi
Siang,Vaname,30.5,8.0,Normal,Normal
Siang,Vaname,31.1,8.1,Normal,Normal
Siang,Vaname,28.4,8.2,Normal,Normal
Siang,Vaname,29.6,8.3,Normal,Normal
Siang,Vaname,30.8,8.4,Normal,Normal
Siang,Vaname,31.8,8.5,Normal,Normal
Siang,Vaname,28.6,7.0,Normal,Normal
Siang,Vaname,29.0,7.1,Normal,Normal
Siang,Vaname,30.2,7.2,Normal,Normal
Siang,Vaname,31.8,7.3,Normal,Normal
Siang,Vaname,28.0,7.4,Normal,Normal
Siang,Vaname,29.6,7.5,Normal,Normal
Siang,Vaname,30.2,7.6,Normal,Normal
Siang,Vaname,31.8,7.7,Normal,Normal
Siang,Vaname,28.9,7.8,Normal,Normal
Siang,Vaname,29.2,7.9,Normal,Normal
Siang,Vaname,30.1,8.0,Normal,Normal
Siang,Vaname,31.9,8.1,Normal,Normal
Siang,Vaname,28.6,8.2,Normal,Normal
Siang,Vaname,29.1,8.3,Normal,Normal
Siang,Vaname,30.7,8.4,Normal,Normal
Siang,Vaname,31.3,8.5,Normal,Normal
Siang,Vaname,28.8,6.8,Normal,Normal
Siang,Vaname,29.5,6.9,Normal,Normal
Siang,Vaname,30.5,7.0,Normal,Normal
Siang,Vaname,26.5,6.5,Tidak Normal,Tidak Normal
Siang,Vaname,25.55,6.4,Tidak Normal,Tidak Normal
Siang,Vaname,32.99,6.3,Tidak Normal,Tidak Normal
Siang,Vaname,33.5,6.2,Tidak Normal,Tidak Normal
Siang,Vaname,26.94,6.1,Tidak Normal,Tidak Normal
Siang,Vaname,25.69,6.0,Tidak Normal,Tidak Normal
Siang,Vaname,32.3,8.6,Tidak Normal,Tidak Normal
Siang,Vaname,33.47,8.7,Tidak Normal,Tidak Normal
Siang,Vaname,25.57,8.8,Tidak Normal,Tidak Normal
Siang,Vaname,32.58,8.9,Tidak Normal,Tidak Normal
Siang,Vaname,33.89,9.0,Tidak Normal,Tidak Normal
Siang,Vaname,26.58,9.1,Tidak Normal,Tidak Normal
Siang,Vaname,25.21,9.2,Tidak Normal,Tidak Normal
Siang,Vaname,32.2,9.3,Tidak Normal,Tidak Normal
Siang,Vaname,33.4,9.4,Tidak Normal,Tidak Normal
Siang,Vaname,32.6,9.5,Tidak Normal,Tidak Normal
Siang,Vaname,33.0,6.5,Tidak Normal,Tidak Normal
Siang,Vaname,26.4,6.4,Tidak Normal,Tidak Normal
Siang,Vaname,25.0,6.3,Tidak Normal,Tidak Normal
Siang,Vaname,32.75,6.2,Tidak Normal,Tidak Normal
Siang,Vaname,33.75,6.1,Tidak Normal,Tidak Normal
Siang,Vaname,25.5,6.0,Tidak Normal,Tidak Normal
Siang,Vaname,26.85,8.6,Tidak Normal,Tidak Normal
Siang,Vaname,32.35,8.7,Tidak Normal,Tidak Normal
Siang,Vaname,33.13,8.8,Tidak Normal,Tidak Normal
Siang,Vaname,26.5,8.9,Tidak Normal,Tidak Normal
Siang,Vaname,25.4,9.0,Tidak Normal,Tidak Normal
Siang,Vaname,32.7,9.1,Tidak Normal,Tidak Normal
Siang,Vaname,33.13,9.2,Normal,Tidak Normal
Siang,Vaname,26.97,9.3,Normal,Tidak Normal
Siang,Vaname,25.08,9.4,Normal,Tidak Normal
Siang,Vaname,32.0,9.5,Normal,Tidak Normal
Siang,Vaname,33.2,6.5,Normal,Tidak Normal
Siang,Vaname,26.0,6.4,Normal,Tidak Normal
Siang,Vaname,25.6,6.3,Normal,Tidak Normal
Siang,Vaname,32.7,6.2,Normal,Tidak Normal
Siang,Vaname,33.8,6.1,Normal,Tidak Normal
Siang,Vaname,26.4,6.0,Normal,Tidak Normal
Siang,Vaname,25.5,8.6,Normal,Tidak Normal
Siang,Vaname,32.2,8.7,Normal,Tidak Normal
Siang,Vaname,33.7,8.8,Normal,Tidak Normal
Siang,Vaname,26.6,8.9,Normal,Tidak Normal
Siang,Vaname,25.0,9.0,Normal,Tidak Normal
Siang,Vaname,32.8,9.1,Normal,Tidak Normal
Siang,Vaname,33.8,9.2,Normal,Tidak Normal
Siang,Vaname,32.0,9.3,Normal,Tidak Normal
Siang,Vaname,33.9,9.4,Normal,Tidak Normal
Siang,Vaname,26.8,9.5,Normal,Tidak Normal
Siang,Vaname,25.5,6.5,Normal,Tidak Normal
Siang,Vaname,32.0,6.4,Normal,Tidak Normal
Siang,Vaname,33.6,9.1,Normal,Tidak Normal
Siang,Vaname,25.1,9.2,Normal,Tidak Normal
Siang,Vaname,26.0,9.3,Normal,Tidak Normal
Siang,Vaname,32.7,9.4,Normal,Tidak Normal
Siang,Vaname,32.3,9.5,Normal,Tidak Normal
Siang,Vaname,26.15,9.3,Normal,Tidak Normal
Siang,Windu,30.0625,7.22,Normal,Normal
Siang,Windu,30.1875,7.2,Normal,Normal
Siang,Windu,30.1875,7.22,Normal,Normal
Siang,Windu,30.25,7.18,Normal,Normal
Siang,Windu,30.25,7.2,Normal,Normal
Siang,Windu,30.25,7.15,Normal,Normal
Siang,Windu,30.4375,7.61,Normal,Normal
Siang,Windu,30.4375,7.59,Normal,Normal
Siang,Windu,30.5,7.61,Normal,Normal
Siang,Windu,30.5,7.59,Normal,Normal
Siang,Windu,30.5,7.62,Normal,Normal
Siang,Windu,30.5625,7.61,Normal,Normal
Siang,Windu,30.5625,7.59,Normal,Normal
Siang,Windu,30.625,7.59,Normal,Normal
Siang,Windu,30.625,7.61,Normal,Normal
Siang,Windu,30.6875,7.59,Normal,Normal
Siang,Windu,30.6875,7.61,Normal,Normal
Siang,Windu,30.75,7.59,Normal,Normal
Siang,Windu,30.75,7.61,Normal,Normal
Siang,Windu,30.8125,7.57,Normal,Normal
Siang,Windu,30.8125,7.59,Normal,Normal
Siang,Windu,30.8125,7.61,Normal,Normal
Siang,Windu,31.2,7.0,Normal,Normal
Siang,Windu,31.8,7.1,Normal,Normal
Siang,Windu,31.2,7.2,Normal,Normal
Siang,Windu,33.0,7.3,Normal,Normal
Siang,Windu,32.4,7.4,Normal,Normal
Siang,Windu,32.6,7.5,Normal,Normal
Siang,Windu,32.4,7.6,Normal,Normal
Siang,Windu,32.0,7.7,Normal,Normal
Siang,Windu,32.8,7.8,Normal,Normal
Siang,Windu,32.0,7.9,Normal,Normal
Siang,Windu,32.2,8.0,Normal,Normal
Siang,Windu,32.6,8.1,Normal,Normal
Siang,Windu,34.2,8.2,Normal,Normal
Siang,Windu,34.0,8.3,Normal,Normal
Siang,Windu,33.8,8.4,Normal,Normal
Siang,Windu,34.2,8.5,Normal,Normal
Siang,Windu,34.8,7.0,Normal,Normal
Siang,Windu,34.2,7.1,Normal,Normal
Siang,Windu,34.0,7.2,Normal,Normal
Siang,Windu,34.4,7.3,Normal,Normal
Siang,Windu,35.0,7.4,Normal,Normal
Siang,Windu,34.2,7.5,Normal,Normal
Siang,Windu,34.6,7.6,Normal,Normal
Siang,Windu,35.2,7.7,Normal,Normal
Siang,Windu,27.8,7.8,Normal,Normal
Siang,Windu,24.0,7.9,Normal,Normal
Siang,Windu,28.5,8.0,Normal,Normal
Siang,Windu,28.8,8.1,Normal,Normal
Siang,Windu,29.4,8.2,Normal,Normal
Siang,Windu,29.4,8.3,Normal,Normal
Siang,Windu,28.5,8.4,Normal,Normal
Siang,Windu,28.8,8.5,Normal,Normal
Siang,Windu,29.0,7.3,Normal,Normal
Siang,Windu,28.7,7.4,Normal,Normal
Siang,Windu,28.9,7.5,Normal,Normal
Siang,Windu,28.0,6.9,Tidak Normal,Tidak Normal
Siang,Windu,27.5,6.8,Tidak Normal,Tidak Normal
Siang,Windu,27.0,6.7,Tidak Normal,Tidak Normal
Siang,Windu,27.4,6.6,Tidak Normal,Tidak Normal
Siang,Windu,28.7,6.5,Tidak Normal,Tidak Normal
Siang,Windu,28.9,6.4,Tidak Normal,Tidak Normal
Siang,Windu,28.6,6.3,Tidak Normal,Tidak Normal
Siang,Windu,28.0,6.2,Tidak Normal,Tidak Normal
Siang,Windu,28.0,6.1,Tidak Normal,Tidak Normal
Siang,Windu,28.2,6.0,Tidak Normal,Tidak Normal
Siang,Windu,28.8,8.6,Tidak Normal,Tidak Normal
Siang,Windu,28.6,8.7,Tidak Normal,Tidak Normal
Siang,Windu,28.0,8.8,Tidak Normal,Tidak Normal
Siang,Windu,31.6,8.9,Tidak Normal,Tidak Normal
Siang,Windu,31.4,9.0,Tidak Normal,Tidak Normal
Siang,Windu,32.0,9.1,Tidak Normal,Tidak Normal
Siang,Windu,32.8,9.2,Tidak Normal,Tidak Normal
Siang,Windu,32.5,9.3,Tidak Normal,Tidak Normal
Siang,Windu,33.6,9.4,Tidak Normal,Tidak Normal
Siang,Windu,25.0,9.5,Tidak Normal,Tidak Normal
Siang,Windu,26.63,6.9,Tidak Normal,Tidak Normal
Siang,Windu,25.88,6.8,Tidak Normal,Tidak Normal
Siang,Windu,24.3,6.7,Tidak Normal,Tidak Normal
Siang,Windu,24.55,6.6,Tidak Normal,Tidak Normal
Siang,Windu,22.36,6.5,Tidak Normal,Tidak Normal
Siang,Windu,23.77,6.4,Tidak Normal,Tidak Normal
Siang,Windu,23.95,6.3,Tidak Normal,Tidak Normal
Siang,Windu,21.84,6.2,Tidak Normal,Tidak Normal
Siang,Windu,24.97,6.1,Normal,Tidak Normal
Siang,Windu,25.01,6.0,Normal,Tidak Normal
Siang,Windu,21.66,8.6,Normal,Tidak Normal
Siang,Windu,27.9,8.7,Normal,Tidak Normal
Siang,Windu,27.7,8.8,Normal,Tidak Normal
Siang,Windu,27.3,8.9,Normal,Tidak Normal
Siang,Windu,28.3,9.0,Normal,Tidak Normal
Siang,Windu,27.9,9.1,Normal,Tidak Normal
Siang,Windu,25.5,9.2,Normal,Tidak Normal
Siang,Windu,25.1,9.3,Normal,Tidak Normal
Siang,Windu,24.7,9.4,Normal,Tidak Normal
Siang,Windu,25.2,9.5,Normal,Tidak Normal
Siang,Windu,25.2,6.9,Normal,Tidak Normal
Siang,Windu,27.7,6.8,Normal,Tidak Normal
Siang,Windu,28.6,6.7,Normal,Tidak Normal
Siang,Windu,34.1,6.6,Normal,Tidak Normal
Siang,Windu,33.6,6.5,Normal,Tidak Normal
Siang,Windu,33.8,6.4,Normal,Tidak Normal
Siang,Windu,32.8,6.3,Normal,Tidak Normal
Siang,Windu,33.0,6.2,Normal,Tidak Normal
Siang,Windu,31.8,6.1,Normal,Tidak Normal
Siang,Windu,31.6,6.0,Normal,Tidak Normal
Siang,Windu,30.2,8.6,Normal,Tidak Normal
Siang,Windu,30.6,8.7,Normal,Tidak Normal
Siang,Windu,31.2,8.8,Normal,Tidak Normal
Siang,Windu,32.4,8.9,Normal,Tidak Normal
Siang,Windu,32.8,9.0,Normal,Tidak Normal
Siang,Windu,31.64,6.5,Normal,Tidak Normal
Sore,Bandeng,29.75,7.26,Normal,Normal
Sore,Bandeng,29.75,7.25,Normal,Normal
Sore,Bandeng,29.75,7.23,Normal,Normal
Sore,Bandeng,29.75,7.2,Normal,Normal
Sore,Bandeng,29.8125,7.25,Normal,Normal
Sore,Bandeng,29.8125,7.23,Normal,Normal
Sore,Bandeng,29.8125,7.26,Normal,Normal
Sore,Bandeng,29.875,7.25,Normal,Normal
Sore,Bandeng,29.875,7.26,Normal,Normal
Sore,Bandeng,29.9375,7.25,Normal,Normal
Sore,Bandeng,29.9375,7.26,Normal,Normal
Sore,Bandeng,29.9375,7.23,Normal,Normal
Sore,Bandeng,30.0,7.25,Normal,Normal
Sore,Bandeng,30.0,7.23,Normal,Normal
Sore,Bandeng,30.0,7.26,Normal,Normal
Sore,Bandeng,30.0625,7.25,Normal,Normal
Sore,Bandeng,30.0625,7.23,Normal,Normal
Sore,Bandeng,30.0625,7.26,Normal,Normal
Sore,Bandeng,30.125,7.25,Normal,Normal
Sore,Bandeng,30.125,7.26,Normal,Normal
Sore,Bandeng,30.125,7.23,Normal,Normal
Sore,Bandeng,30.1875,7.25,Normal,Normal
Sore,Bandeng,30.1875,7.23,Normal,Normal
Sore,Bandeng,30.1875,7.26,Normal,Normal
Sore,Bandeng,30.25,7.25,Normal,Normal
Sore,Bandeng,30.3125,7.23,Normal,Normal
Sore,Bandeng,30.3125,7.28,Normal,Normal
Sore,Bandeng,30.375,7.25,Normal,Normal
Sore,Bandeng,30.375,7.23,Normal,Normal
Sore,Bandeng,30.4375,7.25,Normal,Normal
Sore,Bandeng,30.8125,7.13,Normal,Normal
Sore,Bandeng,30.625,7.15,Normal,Normal
Sore,Bandeng,30.6875,7.15,Normal,Normal
Sore,Bandeng,30.6875,7.12,Normal,Normal
Sore,Bandeng,30.6875,7.1,Normal,Normal
Sore,Bandeng,30.75,7.15,Normal,Normal
Sore,Bandeng,30.6875,7.13,Normal,Normal
Sore,Bandeng,30.75,7.13,Normal,Normal
Sore,Bandeng,30.625,7.13,Normal,Normal
Sore,Bandeng,30.6875,7.17,Normal,Normal
Sore,Bandeng,30.625,7.1,Normal,Normal
Sore,Bandeng,30.6875,7.09,Normal,Normal
Sore,Bandeng,30.625,7.09,Normal,Normal
Sore,Bandeng,30.625,7.12,Normal,Normal
Sore,Bandeng,30.5625,7.12,Normal,Normal
Sore,Bandeng,30.5625,7.09,Normal,Normal
Sore,Bandeng,30.5625,7.13,Normal,Normal
Sore,Bandeng,30.5625,7.07,Normal,Normal
Sore,Bandeng,30.5625,7.1,Normal,Normal
Sore,Bandeng,29.4,7.0,Normal,Normal
Sore,Bandeng,30.8,7.1,Normal,Normal
Sore,Bandeng,31.7,7.2,Normal,Normal
Sore,Bandeng,29.2,7.3,Normal,Normal
Sore,Bandeng,30.4,7.4,Normal,Normal
Sore,Bandeng,31.8,7.5,Normal,Normal
Sore,Bandeng,29.0,7.6,Normal,Normal
Sore,Bandeng,30.1,7.7,Normal,Normal
Sore,Bandeng,26.8,8.6,Tidak Normal,Tidak Normal
Sore,Bandeng,25.2,8.7,Tidak Normal,Tidak Normal
Sore,Bandeng,32.5,8.8,Tidak Normal,Tidak Normal
Sore,Bandeng,36.7,8.9,Tidak Normal,Tidak Normal
Sore,Bandeng,25.3,9.0,Tidak Normal,Tidak Normal
Sore,Bandeng,32.1,9.1,Tidak Normal,Tidak Normal
Sore,Bandeng,26.3,9.2,Tidak Normal,Tidak Normal
Sore,Bandeng,25.2,9.3,Tidak Normal,Tidak Normal
Sore,Bandeng,32.0,9.4,Tidak Normal,Tidak Normal
Sore,Bandeng,26.6,9.5,Tidak Normal,Tidak Normal
Sore,Bandeng,25.9,6.9,Tidak Normal,Tidak Normal
Sore,Bandeng,32.3,6.8,Tidak Normal,Tidak Normal
Sore,Bandeng,25.8,6.7,Tidak Normal,Tidak Normal
Sore,Bandeng,26.6,6.6,Tidak Normal,Tidak Normal
Sore,Bandeng,32.9,6.5,Tidak Normal,Tidak Normal
Sore,Bandeng,25.5,8.6,Tidak Normal,Tidak Normal
Sore,Bandeng,26.7,8.7,Tidak Normal,Tidak Normal
Sore,Bandeng,30.1,8.8,Tidak Normal,Tidak Normal
Sore,Bandeng,25.4,8.9,Tidak Normal,Tidak Normal
Sore,Bandeng,26.0,9.0,Tidak Normal,Tidak Normal
Sore,Bandeng,32.6,9.1,Tidak Normal,Tidak Normal
Sore,Bandeng,25.4,9.2,Tidak Normal,Tidak Normal
Sore,Bandeng,26.9,9.3,Tidak Normal,Tidak Normal
Sore,Bandeng,32.2,9.4,Tidak Normal,Tidak Normal
Sore,Bandeng,25.3,9.5,Tidak Normal,Tidak Normal
Sore,Bandeng,26.4,6.9,Tidak Normal,Tidak Normal
Sore,Bandeng,32.0,6.8,Tidak Normal,Tidak Normal
Sore,Bandeng,25.31,6.7,Tidak Normal,Tidak Normal
Sore,Bandeng,26.83,6.6,Normal,Tidak Normal
Sore,Bandeng,32.73,6.5,Normal,Tidak Normal
Sore,Bandeng,25.78,8.6,Normal,Tidak Normal
Sore,Bandeng,26.12,8.7,Normal,Tidak Normal
Sore,Bandeng,32.88,8.8,Normal,Tidak Normal
Sore,Bandeng,25.52,8.9,Normal,Tidak Normal
Sore,Bandeng,26.04,9.0,Normal,Tidak Normal
Sore,Bandeng,32.55,9.1,Normal,Tidak Normal
Sore,Bandeng,26.17,9.2,Normal,Tidak Normal
Sore,Bandeng,25.53,9.3,Normal,Tidak Normal
Sore,Bandeng,32.95,9.4,Normal,Tidak Normal
Sore,Bandeng,25.68,9.5,Normal,Tidak Normal
Sore,Bandeng,26.97,6.9,Normal,Tidak Normal
Sore,Bandeng,32.43,6.8,Normal,Tidak Normal
Sore,Bandeng,25.07,6.7,Normal,Tidak Normal
Sore,Bandeng,26.35,6.6,Normal,Tidak Normal
Sore,Bandeng,32.28,6.5,Normal,Tidak Normal
Sore,Bandeng,26.6,8.6,Normal,Tidak Normal
Sore,Bandeng,25.27,8.7,Normal,Tidak Normal
Sore,Bandeng,32.07,8.8,Normal,Tidak Normal
Sore,Bandeng,26.47,8.9,Normal,Tidak Normal
Sore,Bandeng,25.18,9.0,Normal,Tidak Normal
Sore,Bandeng,32.97,9.1,Normal,Tidak Normal
Sore,Bandeng,25.16,9.2,Normal,Tidak Normal
Sore,Bandeng,26.79,9.3,Normal,Tidak Normal
Sore,Bandeng,32.76,9.4,Normal,Tidak Normal
Sore,Bandeng,25.97,9.5,Normal,Tidak Normal
Sore,Bandeng,26.33,6.9,Normal,Tidak Normal
Sore,Vaname,29.6875,7.17,Normal,Normal
Sore,Vaname,29.6875,7.18,Normal,Normal
Sore,Vaname,29.75,7.18,Normal,Normal
Sore,Vaname,29.75,7.2,Normal,Normal
Sore,Vaname,29.75,7.17,Normal,Normal
Sore,Vaname,29.8125,7.18,Normal,Normal
Sore,Vaname,29.8125,7.17,Normal,Normal
Sore,Vaname,29.875,7.18,Normal,Normal
Sore,Vaname,29.875,7.17,Normal,Normal
Sore,Vaname,29.875,7.2,Normal,Normal
Sore,Vaname,29.9375,7.18,Normal,Normal
Sore,Vaname,29.9375,7.17,Normal,Normal
Sore,Vaname,29.9375,7.2,Normal,Normal
Sore,Vaname,30.0,7.18,Normal,Normal
Sore,Vaname,30.0,7.2,Normal,Normal
Sore,Vaname,30.0,7.22,Normal,Normal
Sore,Vaname,30.0625,7.18,Normal,Normal
Sore,Vaname,30.0625,7.17,Normal,Normal
Sore,Vaname,30.0625,7.2,Normal,Normal
Sore,Vaname,30.125,7.18,Normal,Normal
Sore,Vaname,30.125,7.2,Normal,Normal
Sore,Vaname,30.125,7.22,Normal,Normal
Sore,Vaname,30.1875,7.17,Normal,Normal
Sore,Vaname,30.1875,7.18,Normal,Normal
Sore,Vaname,30.1875,7.2,Normal,Normal
Sore,Vaname,30.25,7.23,Normal,Normal
Sore,Vaname,30.25,7.26,Normal,Normal
Sore,Vaname,30.3125,7.25,Normal,Normal
Sore,Vaname,30.3125,7.26,Normal,Normal
Sore,Vaname,30.4375,7.23,Normal,Normal
Sore,Vaname,30.5,7.12,Normal,Normal
Sore,Vaname,30.5,7.1,Normal,Normal
Sore,Vaname,30.5,7.09,Normal,Normal
Sore,Vaname,30.5,7.07,Normal,Normal
Sore,Vaname,30.4375,7.1,Normal,Normal
Sore,Vaname,30.4375,7.07,Normal,Normal
Sore,Vaname,30.5,7.05,Normal,Normal
Sore,Vaname,30.4375,7.05,Normal,Normal
Sore,Vaname,30.4375,7.09,Normal,Normal
Sore,Vaname,30.375,7.1,Normal,Normal
Sore,Vaname,30.375,7.09,Normal,Normal
Sore,Vaname,30.4375,7.04,Normal,Normal
Sore,Vaname,30.375,7.05,Normal,Normal
Sore,Vaname,30.375,7.07,Normal,Normal
Sore,Vaname,30.3125,7.09,Normal,Normal
Sore,Vaname,30.3125,7.1,Normal,Normal
Sore,Vaname,30.375,7.04,Normal,Normal
Sore,Vaname,30.3125,7.05,Normal,Normal
Sore,Vaname,30.3125,7.07,Normal,Normal
Sore,Vaname,28.7,7.0,Normal,Normal
Sore,Vaname,29.9,7.1,Normal,Normal
Sore,Vaname,30.6,7.2,Normal,Normal
Sore,Vaname,31.9,7.3,Normal,Normal
Sore,Vaname,28.0,7.4,Normal,Normal
Sore,Vaname,29.4,7.5,Normal,Normal
Sore,Vaname,30.0,7.6,Normal,Normal
Sore,Vaname,31.5,7.7,Normal,Normal
Sore,Vaname,32.2,6.9,Tidak Normal,Tidak Normal
Sore,Vaname,33.4,6.8,Tidak Normal,Tidak Normal
Sore,Vaname,25.8,6.7,Tidak Normal,Tidak Normal
Sore,Vaname,26.9,6.6,Tidak Normal,Tidak Normal
Sore,Vaname,25.5,6.5,Tidak Normal,Tidak Normal
Sore,Vaname,26.5,8.6,Tidak Normal,Tidak Normal
Sore,Vaname,32.3,8.7,Tidak Normal,Tidak Normal
Sore,Vaname,33.1,8.8,Tidak Normal,Tidak Normal
Sore,Vaname,25.4,8.9,Tidak Normal,Tidak Normal
Sore,Vaname,26.8,9.0,Tidak Normal,Tidak Normal
Sore,Vaname,32.7,9.1,Tidak Normal,Tidak Normal
Sore,Vaname,33.6,9.2,Tidak Normal,Tidak Normal
Sore,Vaname,25.8,9.3,Tidak Normal,Tidak Normal
Sore,Vaname,26.0,6.4,Tidak Normal,Tidak Normal
Sore,Vaname,32.0,6.3,Tidak Normal,Tidak Normal
Sore,Vaname,32.5,6.9,Tidak Normal,Tidak Normal
Sore,Vaname,26.0,6.8,Tidak Normal,Tidak Normal
Sore,Vaname,25.2,6.7,Tidak Normal,Tidak Normal
Sore,Vaname,32.7,6.6,Tidak Normal,Tidak Normal
Sore,Vaname,33.1,6.5,Tidak Normal,Tidak Normal
Sore,Vaname,25.9,8.6,Tidak Normal,Tidak Normal
Sore,Vaname,26.4,8.7,Tidak Normal,Tidak Normal
Sore,Vaname,32.6,8.8,Tidak Normal,Tidak Normal
Sore,Vaname,33.5,8.9,Tidak Normal,Tidak Normal
Sore,Vaname,25.8,9.0,Tidak Normal,Tidak Normal
Sore,Vaname,26.3,9.1,Tidak Normal,Tidak Normal
Sore,Vaname,33.1,9.2,Tidak Normal,Tidak Normal
Sore,Vaname,32.0,9.3,Tidak Normal,Tidak Normal
Sore,Vaname,25.3,6.4,Tidak Normal,Tidak Normal
Sore,Vaname,26.4,6.3,Normal,Tidak Normal
Sore,Vaname,32.5,6.9,Normal,Tidak Normal
Sore,Vaname,33.0,6.8,Normal,Tidak Normal
Sore,Vaname,25.4,6.7,Normal,Tidak Normal
Sore,Vaname,26.2,6.6,Normal,Tidak Normal
Sore,Vaname,32.3,6.5,Normal,Tidak Normal
Sore,Vaname,33.8,8.6,Normal,Tidak Normal
Sore,Vaname,25.6,8.7,Normal,Tidak Normal
Sore,Vaname,26.14,8.8,Normal,Tidak Normal
Sore,Vaname,32.95,8.9,Normal,Tidak Normal
Sore,Vaname,33.22,9.0,Normal,Tidak Normal
Sore,Vaname,25.63,9.1,Normal,Tidak Normal
Sore,Vaname,26.69,9.2,Normal,Tidak Normal
Sore,Vaname,32.93,9.3,Normal,Tidak Normal
Sore,Vaname,33.68,6.4,Normal,Tidak Normal
Sore,Vaname,25.32,6.3,Normal,Tidak Normal
Sore,Vaname,26.53,6.9,Normal,Tidak Normal
Sore,Vaname,32.04,6.8,Normal,Tidak Normal
Sore,Vaname,33.14,6.7,Normal,Tidak Normal
Sore,Vaname,32.21,6.6,Normal,Tidak Normal
Sore,Vaname,33.63,6.5,Normal,Tidak Normal
Sore,Vaname,25.49,8.6,Normal,Tidak Normal
Sore,Vaname,26.61,8.7,Normal,Tidak Normal
Sore,Vaname,33.1,8.8,Normal,Tidak Normal
Sore,Vaname,32.96,8.9,Normal,Tidak Normal
Sore,Vaname,26.98,9.0,Normal,Tidak Normal
Sore,Vaname,25.57,9.1,Normal,Tidak Normal
Sore,Windu,29.5625,7.88,Normal,Normal
Sore,Windu,29.5625,7.87,Normal,Normal
Sore,Windu,29.5625,7.9,Normal,Normal
Sore,Windu,29.625,7.88,Normal,Normal
Sore,Windu,29.625,7.9,Normal,Normal
Sore,Windu,29.625,7.87,Normal,Normal
Sore,Windu,29.6875,7.88,Normal,Normal
Sore,Windu,29.6875,7.9,Normal,Normal
Sore,Windu,29.6875,7.92,Normal,Normal
Sore,Windu,29.75,7.9,Normal,Normal
Sore,Windu,29.75,7.88,Normal,Normal
Sore,Windu,29.8125,7.88,Normal,Normal
Sore,Windu,29.8125,7.9,Normal,Normal
Sore,Windu,29.8125,7.92,Normal,Normal
Sore,Windu,29.875,7.9,Normal,Normal
Sore,Windu,29.875,7.92,Normal,Normal
Sore,Windu,29.9375,7.9,Normal,Normal
Sore,Windu,29.9375,7.92,Normal,Normal
Sore,Windu,30.0,7.88,Normal,Normal
Sore,Windu,30.0,7.9,Normal,Normal
Sore,Windu,30.0,7.92,Normal,Normal
Sore,Windu,30.0,7.09,Normal,Normal
Sore,Windu,30.0625,7.88,Normal,Normal
Sore,Windu,30.0625,7.9,Normal,Normal
Sore,Windu,30.0625,7.92,Normal,Normal
Sore,Windu,30.0625,7.05,Normal,Normal
Sore,Windu,30.0625,7.09,Normal,Normal
Sore,Windu,30.0625,7.07,Normal,Normal
Sore,Windu,30.0625,7.04,Normal,Normal
Sore,Windu,30.125,7.92,Normal,Normal
Sore,Windu,30.125,7.88,Normal,Normal
Sore,Windu,30.125,7.9,Normal,Normal
Sore,Windu,30.125,7.07,Normal,Normal
Sore,Windu,30.125,7.09,Normal,Normal
Sore,Windu,30.125,7.05,Normal,Normal
Sore,Windu,30.125,7.04,Normal,Normal
Sore,Windu,30.1875,7.88,Normal,Normal
Sore,Windu,30.1875,7.9,Normal,Normal
Sore,Windu,30.1875,7.07,Normal,Normal
Sore,Windu,30.1875,7.09,Normal,Normal
Sore,Windu,30.1875,7.05,Normal,Normal
Sore,Windu,30.1875,7.04,Normal,Normal
Sore,Windu,30.25,7.09,Normal,Normal
Sore,Windu,30.25,7.1,Normal,Normal
Sore,Windu,30.25,7.07,Normal,Normal
Sore,Windu,30.25,7.04,Normal,Normal
Sore,Windu,30.25,7.05,Normal,Normal
Sore,Windu,30.3125,7.04,Normal,Normal
Sore,Windu,30.4375,7.28,Normal,Normal
Sore,Windu,28.4,7.8,Normal,Normal
Sore,Windu,29.7,7.9,Normal,Normal
Sore,Windu,30.8,7.7,Normal,Normal
Sore,Windu,28.9,7.6,Normal,Normal
Sore,Windu,28.1,7.5,Normal,Normal
Sore,Windu,29.5,7.4,Normal,Normal
Sore,Windu,30.6,7.3,Normal,Normal
Sore,Windu,29.7,7.2,Normal,Normal
Sore,Windu,26.8,6.5,Tidak Normal,Tidak Normal
Sore,Windu,25.1,6.4,Tidak Normal,Tidak Normal
Sore,Windu,32.2,6.3,Tidak Normal,Tidak Normal
Sore,Windu,31.3,6.2,Tidak Normal,Tidak Normal
Sore,Windu,26.4,6.1,Tidak Normal,Tidak Normal
Sore,Windu,25.5,6.6,Tidak Normal,Tidak Normal
Sore,Windu,31.8,6.7,Tidak Normal,Tidak Normal
Sore,Windu,32.0,6.8,Tidak Normal,Tidak Normal
Sore,Windu,25.2,8.8,Tidak Normal,Tidak Normal
Sore,Windu,26.3,8.9,Tidak Normal,Tidak Normal
Sore,Windu,31.4,9.0,Tidak Normal,Tidak Normal
Sore,Windu,32.5,9.1,Tidak Normal,Tidak Normal
Sore,Windu,26.6,9.2,Tidak Normal,Tidak Normal
Sore,Windu,25.7,8.7,Tidak Normal,Tidak Normal
Sore,Windu,31.8,8.6,Tidak Normal,Tidak Normal
Sore,Windu,32.9,6.5,Tidak Normal,Tidak Normal
Sore,Windu,25.0,6.4,Tidak Normal,Tidak Normal
Sore,Windu,26.1,6.3,Tidak Normal,Tidak Normal
Sore,Windu,32.2,6.2,Tidak Normal,Tidak Normal
Sore,Windu,31.3,6.1,Tidak Normal,Tidak Normal
